id_factura,id_cliente,periodo,id_plan,monto,fecha_vencimiento,fecha_pago,medio_pago
F583387,C4992,2026-03,P02,43584.25,2026-04-10,2026-04-13,Débito automático
F544090,C3013,2025-06,P03,48336.13,2025-07-10,2025-07-13,Débito automático
F587815,C5370,2026-04,P02,45406.67,2026-05-10,,
F545599,C4726,2025-06,P01,26596.05,2025-07-10,,
F574037,C3778,2026-01,P03,60278.56,2026-02-10,18/02/2026,Débito automático
F599175,C4161,2026-07,P02,46965.98,2026-08-10,,
F529410,C5200,2025-02,P06,101214.94,2025-03-10,2025-03-10,Débito automático
F585173,C2075,2026-04,P01,34073.75,2026-05-10,2026-05-14,Mercado Pago
F584516,C1284,2026-04,P03,65161.43,2026-05-10,2026-05-18,Débito automático
F510198,C2738,2024-10,P02,30337.98,2024-11-10,15/11/2024,Efectivo / Sucursal
F507531,C4318,2024-09,P06,92794.11,2024-10-10,2024-10-10,Transferencia
F585647,C2656,2026-04,P05,116670.34,2026-05-10,10/05/2026,Débito automático
F587998,C5598,2026-04,P03,66350.6,2026-05-10,2026-05-21,Transferencia
F562254,C4719,2025-10,P05,96877.57,2025-11-10,2025-11-10,Efectivo / Sucursal
F570340,C4393,2025-12,P01,31209.19,2026-01-10,2026-01-10,Efectivo / Sucursal
F573191,C2778,2026-01,P03,60548.68,2026-02-10,,
F533781,C5391,2025-03,P03,46272.7,2025-04-10,2025-04-10,Débito automático
F594565,C3490,2026-06,P03,62035.65,2026-07-10,2026-07-10,Mercado Pago
F564526,C2491,2025-11,P01,28399.28,2025-12-10,2025-12-10,Transferencia
F519175,C3280,2024-12,P01,24948.24,2025-01-10,10/01/2025,Transferencia
F568285,C1967,2025-12,P02,41086.96,2026-01-10,2026-01-10,Transferencia
F528540,C4278,2025-02,P06,103349.89,2025-03-10,10/03/2025,Débito automático
F584947,C1802,2026-04,P03,63577.96,2026-05-10,2026-05-10,Débito automático
F528560,C4298,2025-02,P01,24273.02,2025-03-10,2025-03-10,Débito automático
F599237,C4239,2026-07,P03,63686.97,2026-08-10,2026-08-10,Débito automático
F523129,C3003,2025-01,P02,33157.85,2025-02-10,2025-02-10,Transferencia
F506382,C3153,2024-09,P05,79381.49,2024-10-10,,
F560240,C2383,2025-10,P03,56593.85,2025-11-10,2025-11-11,Débito automático
F540037,C3116,2025-05,P03,50895.3,2025-06-10,2025-06-10,Transferencia
F558358,C5050,2025-09,P01,29474.46,2025-10-10,2025-10-10,Transferencia
F568923,C2709,2025-12,P02,43509.74,2026-01-10,,
F586861,C4159,2026-04,P01,34028.87,2026-05-10,13/05/2026,Débito automático
F528218,C3937,2025-02,P02,33366.13,2025-03-10,2025-03-10,Mercado Pago
F561622,C3981,2025-10,P03,55238.69,2025-11-10,2025-11-16,Débito automático
F516430,C4803,2024-11,P03,41366.4,2024-12-10,,
F564625,C2596,2025-11,P05,98316.96,2025-12-10,2025-12-10,Efectivo / Sucursal
F580342,C1294,2026-03,P01,31861.28,2026-04-10,10/04/2026,Débito automático
F508235,C5028,2024-09,P03,42418.56,2024-10-10,2024-10-10,Tarjeta
F583237,C4818,2026-03,P02,42886.93,2026-04-10,,
F572545,C2012,2026-01,P05,105160.23,2026-02-10,2026-02-10,Efectivo / Sucursal
F505517,C2285,2024-09,P01,22567.32,2024-10-10,,
F567687,C1278,2025-12,P06,134469.15,2026-01-10,2026-01-10,Transferencia
F532235,C3722,2025-03,P03,44991.28,2025-04-10,,
F500072,C1072,2024-08,P01,22180.76,2024-09-10,2024-09-10,Efectivo / Sucursal
F593943,C2692,2026-06,P01,34346.71,2026-07-10,2026-07-10,Mercado Pago
F579561,C5424,2026-02,P03,62418.59,2026-03-10,2026-03-10,Débito automático
F521168,C5355,2024-12,P02,31926.85,2025-01-10,2025-01-21,Efectivo / Sucursal
F528884,C4641,2025-02,P05,78838.81,2025-03-10,2025-03-10,Transferencia
F593805,C2532,2026-06,P03,61715.0,2026-07-10,18/07/2026,Efectivo / Sucursal
F590181,C3133,2026-05,P01,34824.92,2026-06-10,2026-06-10,Transferencia
F597829,C2438,2026-07,P03,63369.93,2026-08-10,,
F552100,C2640,2025-08,P05,97343.39,2025-09-10,,
F597289,C1742,2026-07,P06,151857.54,2026-08-10,2026-08-10,Débito automático
F546775,C1366,2025-07,P02,35017.52,2025-08-10,2025-08-10,Débito automático
F584202,C5963,2026-03,P04,83214.45,2026-04-10,2026-04-10,Efectivo / Sucursal
F560776,C2988,2025-10,P01,29397.12,2025-11-10,2025-11-25,Débito automático
F599737,C4892,2026-07,P02,46002.56,2026-08-10,2026-08-10,Tarjeta
F593853,C2587,2026-06,P02,47300.0,2026-07-10,2026-07-10,Mercado Pago
F583775,C5491,2026-03,P05,104030.75,2026-04-10,2026-04-10,Débito automático
F576772,C2038,2026-02,P01,29616.69,2026-03-10,,
F504505,C1263,2024-09,P05,75138.96,2024-10-10,2024-10-10,Débito automático
F552351,C2925,2025-08,P02,37288.07,2025-09-10,,
F503563,C4563,2024-08,P02,29856.69,2024-09-10,2024-09-16,Efectivo / Sucursal
F588215,C5844,2026-04,P03,64043.69,2026-05-10,2026-05-10,Efectivo / Sucursal
F572402,C1840,2026-01,P01,31587.49,2026-02-10,,
F583224,C4798,2026-03,P03,58373.14,2026-04-10,,
F555348,C1582,2025-09,P06,118464.25,2025-10-10,2025-10-10,Tarjeta
F544820,C3841,2025-06,P02,35483.29,2025-07-10,2025-07-10,Mercado Pago
F560988,C3233,2025-10,P06,124278.66,2025-11-10,2025-11-10,Débito automático
F587221,C4625,2026-04,P02,46136.22,2026-05-10,2026-05-10,Mercado Pago
F584757,C1569,2026-04,P02,44730.32,2026-05-10,10/05/2026,Débito automático
F540489,C3616,2025-05,P01,26799.12,2025-06-10,2025-06-10,Mercado Pago
F579172,C4937,2026-02,P01,30766.17,2026-03-10,2026-03-10,Efectivo / Sucursal
F579036,C4778,2026-02,P05,108904.84,2026-03-10,2026-03-15,Tarjeta
F572269,C1686,2026-01,P01,31318.53,2026-02-10,,
F548607,C3416,2025-07,P02,35734.36,2025-08-10,,
F560375,C2533,2025-10,P01,28803.77,2025-11-10,2025-11-10,Débito automático
F516416,C4789,2024-11,P04,58997.82,2024-12-10,2024-12-10,Mercado Pago
F530468,C1811,2025-03,P03,46624.76,2025-04-10,2025-04-10,Débito automático
F502320,C3320,2024-08,P01,22285.78,2024-09-10,18/09/2024,Débito automático
F522289,C2122,2025-01,P06,104039.67,2025-02-10,2025-02-10,Débito automático
F543904,C2808,2025-06,P06,112463.27,2025-07-10,10/07/2025,Efectivo / Sucursal
F556159,C2512,2025-09,P01,27968.84,2025-10-10,2025-10-14,Débito automático
F506577,C3351,2024-09,P03,42048.35,2024-10-10,2024-10-10,Efectivo / Sucursal
F517651,C1693,2024-12,P04,62416.97,2025-01-10,2025-01-10,Efectivo / Sucursal
F590372,C3381,2026-05,P02,46143.43,2026-06-10,2026-06-10,Efectivo / Sucursal
F559679,C1733,2025-10,P03,53954.73,2025-11-10,2025-11-13,Débito automático
F518530,C2610,2024-12,P06,105843.36,2025-01-10,2025-01-10,Mercado Pago
F512314,C4894,2024-10,P05,77408.35,2024-11-10,2024-11-10,Efectivo / Sucursal
F519166,C3269,2024-12,P01,24238.17,2025-01-10,2025-01-10,Tarjeta
F579856,C5768,2026-02,P04,82824.85,2026-03-10,,
F502880,C3880,2024-08,P02,30204.59,2024-09-10,,
F523576,C3476,2025-01,P01,23944.74,2025-02-10,2025-02-14,Transferencia
F521150,C5337,2024-12,P05,83755.44,2025-01-10,2025-01-10,Mercado Pago
F555517,C1773,2025-09,P01,28947.4,2025-10-10,2025-10-10,Mercado Pago
F504373,C1131,2024-09,P05,73887.36,2024-10-10,14/10/2024,Transferencia
F505851,C2619,2024-09,P02,29034.79,2024-10-10,2024-10-10,Transferencia
F502326,C3326,2024-08,P01,21754.43,2024-09-10,2024-09-10,Mercado Pago
F597916,C2541,2026-07,P03,66362.73,2026-08-10,10/08/2026,Transferencia
F556839,C3280,2025-09,P01,29256.06,2025-10-10,2025-10-10,Débito automático
F528548,C4286,2025-02,P04,61537.44,2025-03-10,2025-03-10,Débito automático
F540990,C4192,2025-05,P01,26470.56,2025-06-10,2025-06-10,Transferencia
F585961,C3038,2026-04,P04,89554.2,2026-05-10,,
F597398,C1873,2026-07,P02,45773.17,2026-08-10,2026-08-10,Efectivo / Sucursal
F600599,C5982,2026-07,P02,44710.42,2026-08-10,2026-08-10,Débito automático
F507235,C4020,2024-09,P02,30945.43,2024-10-10,2024-10-19,Débito automático
F581322,C2480,2026-03,P02,42469.0,2026-04-10,,
F554309,C5179,2025-08,P05,97206.55,2025-09-10,2025-09-10,Tarjeta
F590814,C3940,2026-05,P03,63179.27,2026-06-10,,
F577430,C2823,2026-02,P04,83804.26,2026-03-10,2026-03-10,Mercado Pago
F582578,C3999,2026-03,P04,80314.41,2026-04-10,2026-04-11,Mercado Pago
F506798,C3575,2024-09,P02,29840.2,2024-10-10,2024-10-10,Débito automático
F590637,C3705,2026-05,P04,91033.54,2026-06-10,2026-06-13,Débito automático
F561222,C3506,2025-10,P01,27315.29,2025-11-10,,
F582115,C3434,2026-03,P02,43543.74,2026-04-10,2026-04-10,Efectivo / Sucursal
F572792,C2314,2026-01,P05,104493.0,2026-02-10,2026-02-17,Efectivo / Sucursal
F545340,C4436,2025-06,P02,35486.44,2025-07-10,,
F585447,C2420,2026-04,P04,87703.26,2026-05-10,2026-05-10,Débito automático
F560789,C3003,2025-10,P02,38348.63,2025-11-10,10/11/2025,Efectivo / Sucursal
F574221,C4004,2026-01,P04,81872.81,2026-02-10,,
F508089,C4880,2024-09,P03,41903.9,2024-10-10,10/10/2024,Débito automático
F530981,C2369,2025-03,P03,45598.85,2025-04-10,2025-04-10,Débito automático
F534309,C1410,2025-04,P02,34497.4,2025-05-10,2025-05-10,Débito automático
F597759,C2347,2026-07,P04,90148.76,2026-08-10,2026-08-10,Débito automático
F593244,C1819,2026-06,P06,147212.57,2026-07-10,2026-07-10,Débito automático
F554294,C5162,2025-08,P01,29334.6,2025-09-10,2025-09-28,Mercado Pago
F539397,C2412,2025-05,P05,91493.98,2025-06-10,2025-06-10,Efectivo / Sucursal
F581676,C2897,2026-03,P02,42149.0,2026-04-10,2026-04-10,Tarjeta
F553328,C4057,2025-08,P01,28813.46,2025-09-10,2025-09-10,Débito automático
F519068,C3169,2024-12,P02,32777.84,2025-01-10,2025-01-17,Mercado Pago
F531217,C2615,2025-03,P01,23788.27,2025-04-10,2025-04-10,Tarjeta
F556297,C2658,2025-09,P01,28314.38,2025-10-10,2025-10-14,Transferencia
F503859,C4859,2024-08,P01,21596.58,2024-09-10,2024-09-10,Transferencia
F585198,C2105,2026-04,P05,115548.77,2026-05-10,2026-05-10,Transferencia
F508686,C1200,2024-10,P01,20999.96,2024-11-10,2024-11-10,Débito automático
F557161,C3650,2025-09,P02,37873.3,2025-10-10,2025-10-10,Débito automático
F529100,C4868,2025-02,P04,63882.27,2025-03-10,2025-03-10,Mercado Pago
F550056,C5077,2025-07,P04,68470.01,2025-08-10,2025-08-10,Transferencia
F559097,C1077,2025-10,P04,75250.88,2025-11-10,2025-11-10,Débito automático
F547711,C2413,2025-07,P01,25934.98,2025-08-10,2025-08-17,Transferencia
F518198,C2270,2024-12,P01,23560.35,2025-01-10,2025-01-10,Transferencia
F515617,C3974,2024-11,P04,57868.4,2024-12-10,2024-12-10,Débito automático
F500117,C1117,2024-08,P01,21983.57,2024-09-10,2024-09-19,Débito automático
F578828,C4522,2026-02,P01,31021.4,2026-03-10,2026-03-10,Débito automático
F587340,C4772,2026-04,P01,34631.45,2026-05-10,2026-05-12,Mercado Pago
F553751,C4544,2025-08,P02,38666.8,2025-09-10,2025-09-10,Débito automático
F504586,C1346,2024-09,P04,59951.37,2024-10-10,2024-10-20,Débito automático
F527154,C2790,2025-02,P05,84841.29,2025-03-10,2025-03-10,Débito automático
F569101,C2916,2025-12,P01,32265.32,2026-01-10,,
F584581,C1365,2026-04,P02,46364.41,2026-05-10,,
F511510,C4079,2024-10,P01,22154.11,2024-11-10,2024-11-10,Débito automático
F508067,C4858,2024-09,P06,92376.77,2024-10-10,11/10/2024,Transferencia
F596278,C5702,2026-06,P02,47849.96,2026-07-10,10/07/2026,Mercado Pago
F547864,C2582,2025-07,P03,50395.38,2025-08-10,10/08/2025,Transferencia
F568849,C2622,2025-12,P06,131909.4,2026-01-10,,
F536575,C3900,2025-04,P01,26880.1,2025-05-10,2025-05-10,Efectivo / Sucursal
F571876,C1232,2026-01,P01,31761.98,2026-02-10,,
F528270,C3993,2025-02,P01,24264.45,2025-03-10,2025-03-10,Débito automático
F564721,C2705,2025-11,P01,29252.13,2025-12-10,10/12/2025,Transferencia
F562604,C5123,2025-10,P04,73958.09,2025-11-10,2025-11-10,Tarjeta
F535895,C3138,2025-04,P06,117012.54,2025-05-10,26/05/2025,Mercado Pago
F526134,C1706,2025-02,P03,45351.17,2025-03-10,2025-03-10,Mercado Pago
F588776,C1398,2026-05,P04,90039.07,2026-06-10,2026-06-10,Débito automático
F551526,C1995,2025-08,P03,53553.48,2025-09-10,2025-09-17,Débito automático
F594626,C3562,2026-06,P03,64408.27,2026-07-10,2026-07-10,Transferencia
F595235,C4346,2026-06,P03,64256.31,2026-07-10,2026-07-10,Transferencia
F524850,C4817,2025-01,P03,46487.41,2025-02-10,2025-02-10,Mercado Pago
F531591,C3021,2025-03,P01,23116.83,2025-04-10,2025-04-10,Débito automático
F504021,C5021,2024-08,P02,29472.29,2024-09-10,2024-09-10,Mercado Pago
F583400,C5013,2026-03,P01,31530.9,2026-04-10,2026-04-10,Débito automático
F587720,C5245,2026-04,P03,64100.3,2026-05-10,2026-05-10,Transferencia
F514823,C3152,2024-11,P02,30247.17,2024-12-10,2024-12-10,Débito automático
F532531,C4052,2025-03,P02,32987.62,2025-04-10,2025-04-10,Débito automático
F546095,C5282,2025-06,P03,50318.13,2025-07-10,2025-07-10,Débito automático
F500669,C1669,2024-08,P01,21658.86,2024-09-10,2024-09-12,Débito automático
F550137,C5168,2025-07,P02,34494.48,2025-08-10,,
F543135,C1949,2025-06,P04,67988.91,2025-07-10,2025-07-10,Débito automático
F512246,C4826,2024-10,P02,29576.75,2024-11-10,2024-11-10,Efectivo / Sucursal
F564881,C2893,2025-11,P02,38428.71,2025-12-10,2025-12-10,Mercado Pago
F530596,C1952,2025-03,P05,81302.85,2025-04-10,2025-04-10,Efectivo / Sucursal
F588837,C1469,2026-05,P03,65449.18,2026-06-10,2026-06-14,Efectivo / Sucursal
F582532,C3944,2026-03,P03,58884.14,2026-04-10,2026-04-10,Débito automático
F517017,C1035,2024-12,P02,33586.51,2025-01-10,,
F531943,C3400,2025-03,P04,63916.22,2025-04-10,2025-04-10,Transferencia
F573893,C3599,2026-01,P05,106259.95,2026-02-10,,
F549911,C4909,2025-07,P03,50325.94,2025-08-10,2025-08-10,Efectivo / Sucursal
F512782,C1045,2024-11,P02,29979.11,2024-12-10,,
F594157,C2962,2026-06,P06,146138.32,2026-07-10,2026-07-14,Débito automático
F524058,C3992,2025-01,P03,45576.08,2025-02-10,2025-02-10,Tarjeta
F527961,C3651,2025-02,P02,33343.64,2025-03-10,2025-03-22,Transferencia
F536355,C3643,2025-04,P01,26364.65,2025-05-10,,
F572916,C2460,2026-01,P03,58484.11,2026-02-10,22/02/2026,Mercado Pago
F530491,C1835,2025-03,P03,45479.41,2025-04-10,2025-04-10,Tarjeta
F529798,C1096,2025-03,P01,23759.0,2025-04-10,10/04/2025,Transferencia
F530843,C2223,2025-03,P01,25128.86,2025-04-10,10/04/2025,Efectivo / Sucursal
F571163,C5381,2025-12,P02,40808.42,2026-01-10,2026-01-10,Transferencia
F553037,C3707,2025-08,P02,39489.02,2025-09-10,10/09/2025,Transferencia
F529163,C4936,2025-02,P03,46071.52,2025-03-10,2025-03-10,Débito automático
F573619,C3280,2026-01,P01,30299.24,2026-02-10,2026-02-10,Débito automático
F534380,C1487,2025-04,P01,26451.71,2025-05-10,10/05/2025,Débito automático
F513299,C1576,2024-11,P04,57119.97,2024-12-10,10/12/2024,Mercado Pago
F559943,C2034,2025-10,P03,54801.7,2025-11-10,2025-11-10,Transferencia
F560618,C2806,2025-10,P01,28375.8,2025-11-10,2025-11-10,Efectivo / Sucursal
F547408,C2069,2025-07,P02,35693.97,2025-08-10,2025-08-10,Débito automático
F506203,C2973,2024-09,P02,29220.78,2024-10-10,2024-10-10,Débito automático
F562817,C5384,2025-10,P03,54170.16,2025-11-10,2025-11-10,Débito automático
F522840,C2696,2025-01,P06,100555.58,2025-02-10,,
F566160,C4406,2025-11,P04,76368.93,2025-12-10,2025-12-10,Débito automático
F555226,C1448,2025-09,P02,38835.89,2025-10-10,,
F570182,C4204,2025-12,P01,30820.57,2026-01-10,2026-01-10,Tarjeta
F557679,C4260,2025-09,P02,37556.02,2025-10-10,2025-10-10,Débito automático
F576823,C2100,2026-02,P02,41690.1,2026-03-10,,
F565202,C3268,2025-11,P01,28098.46,2025-12-10,2025-12-10,Débito automático
F571473,C5729,2025-12,P02,43238.78,2026-01-10,,
F504731,C1491,2024-09,P02,29883.65,2024-10-10,2024-10-10,Mercado Pago
F529672,C5472,2025-02,P04,60957.32,2025-03-10,2025-03-10,Tarjeta
F576727,C1980,2026-02,P02,41189.45,2026-03-10,2026-03-10,Débito automático
F549634,C4605,2025-07,P03,48940.39,2025-08-10,2025-08-10,Débito automático
F599618,C4746,2026-07,P06,145960.51,2026-08-10,2026-08-10,Efectivo / Sucursal
F500258,C1258,2024-08,P05,74459.99,2024-09-10,2024-09-17,Débito automático
F591197,C4427,2026-05,P03,66265.56,2026-06-10,10/06/2026,Mercado Pago
F505854,C2622,2024-09,P06,97565.37,2024-10-10,14/10/2024,Mercado Pago
F516840,C5227,2024-11,P01,22069.76,2024-12-10,2024-12-10,Débito automático
F538842,C1794,2025-05,P04,67150.5,2025-06-10,2025-06-10,Transferencia
F519472,C3589,2024-12,P01,23705.01,2025-01-10,10/01/2025,Transferencia
F593560,C2220,2026-06,P01,33211.12,2026-07-10,2026-07-10,Transferencia
F525878,C1436,2025-02,P01,24565.81,2025-03-10,2025-03-10,Transferencia
F555763,C2054,2025-09,P02,38649.47,2025-10-10,,
F524928,C4895,2025-01,P03,45894.23,2025-02-10,12/02/2025,Efectivo / Sucursal
F582000,C3293,2026-03,P05,105564.43,2026-04-10,2026-04-10,Débito automático
F542252,C5596,2025-05,P02,36162.98,2025-06-10,10/06/2025,Mercado Pago
F515511,C3863,2024-11,P03,41088.03,2024-12-10,,
F530249,C1573,2025-03,P01,24255.95,2025-04-10,2025-04-10,Débito automático
F548231,C2991,2025-07,P03,50542.97,2025-08-10,2025-08-10,Mercado Pago
F582548,C3964,2026-03,P04,80689.51,2026-04-10,16/04/2026,Transferencia
F513031,C1300,2024-11,P02,29919.62,2024-12-10,2024-12-22,Tarjeta
F548745,C3575,2025-07,P02,36397.72,2025-08-10,2025-08-10,Mercado Pago
F537065,C4443,2025-04,P02,36398.45,2025-05-10,2025-05-10,Débito automático
F597738,C2322,2026-07,P02,45006.45,2026-08-10,2026-08-15,Mercado Pago
F574335,C4144,2026-01,P01,32383.96,2026-02-10,2026-02-10,Débito automático
F514207,C2516,2024-11,P02,30578.74,2024-12-10,2024-12-10,Débito automático
F543338,C2178,2025-06,P03,48632.46,2025-07-10,2025-07-10,Débito automático
F597589,C2115,2026-07,P06,146715.72,2026-08-10,2026-08-10,Transferencia
F517817,C1866,2024-12,P03,44735.79,2025-01-10,10/01/2025,Débito automático
F597871,C2488,2026-07,P02,46107.11,2026-08-10,2026-08-10,Transferencia
F599496,C4587,2026-07,P05,113854.99,2026-08-10,,
F567933,C1555,2025-12,P01,30481.71,2026-01-10,,
F509053,C1571,2024-10,P01,22359.18,2024-11-10,2024-11-10,Débito automático
F578858,C4561,2026-02,P02,42521.85,2026-03-10,2026-03-10,Efectivo / Sucursal
F543101,C1912,2025-06,P06,114773.41,2025-07-10,10/07/2025,Efectivo / Sucursal
F520669,C4839,2024-12,P02,32741.42,2025-01-10,,
F559187,C1179,2025-10,P04,77701.94,2025-11-10,2025-11-10,Transferencia
F575141,C5115,2026-01,P02,41477.24,2026-02-10,10/02/2026,Efectivo / Sucursal
F504456,C1214,2024-09,P03,41178.52,2024-10-10,2024-10-10,Transferencia
F547666,C2366,2025-07,P06,109882.82,2025-08-10,2025-08-10,Débito automático
F569575,C3479,2025-12,P06,132600.13,2026-01-10,,
F522180,C2005,2025-01,P01,23787.09,2025-02-10,10/02/2025,Transferencia
F554417,C5309,2025-08,P03,53590.05,2025-09-10,2025-09-10,Débito automático
F523452,C3341,2025-01,P04,61100.55,2025-02-10,2025-02-10,Débito automático
F565920,C4122,2025-11,P01,29143.1,2025-12-10,,
F540237,C3336,2025-05,P03,49520.92,2025-06-10,2025-06-10,Efectivo / Sucursal
F504352,C1110,2024-09,P04,57662.43,2024-10-10,2024-10-10,Débito automático
F569798,C3737,2025-12,P02,41379.52,2026-01-10,2026-01-10,Efectivo / Sucursal
F530102,C1419,2025-03,P02,32900.28,2025-04-10,2025-04-10,Mercado Pago
F600216,C5527,2026-07,P02,46289.58,2026-08-10,2026-08-10,Efectivo / Sucursal
F518300,C2375,2024-12,P03,45563.11,2025-01-10,,
F548235,C2995,2025-07,P06,115132.41,2025-08-10,,
F571096,C5296,2025-12,P05,107450.8,2026-01-10,2026-01-10,Débito automático
F546510,C1071,2025-07,P01,26443.91,2025-08-10,2025-08-10,Transferencia
F529394,C5184,2025-02,P01,23893.53,2025-03-10,2025-03-10,Mercado Pago
F587980,C5578,2026-04,P02,46380.2,2026-05-10,,
F596840,C1183,2026-07,P03,64336.3,2026-08-10,10/08/2026,Efectivo / Sucursal
F583129,C4685,2026-03,P04,82905.16,2026-04-10,2026-04-12,Mercado Pago
F587643,C5145,2026-04,P02,46975.44,2026-05-10,2026-05-10,Mercado Pago
F522369,C2209,2025-01,P01,23655.85,2025-02-10,2025-02-10,Mercado Pago
F524647,C4608,2025-01,P06,106727.18,2025-02-10,2025-02-10,Mercado Pago
F588400,C6039,2026-04,P02,45812.18,2026-05-10,,
F536679,C4021,2025-04,P02,35017.25,2025-05-10,16/05/2025,Mercado Pago
F522082,C1903,2025-01,P02,33267.52,2025-02-10,,
F589035,C1714,2026-05,P03,65448.39,2026-06-10,2026-06-10,Transferencia
F596428,C5873,2026-06,P01,33947.3,2026-07-10,10/07/2026,Transferencia
F576933,C2239,2026-02,P04,83645.54,2026-03-10,2026-03-10,Transferencia
F597172,C1593,2026-07,P01,32877.93,2026-08-10,10/08/2026,Mercado Pago
F525330,C5320,2025-01,P02,31899.38,2025-02-10,2025-02-10,Tarjeta
F513763,C2054,2024-11,P02,30110.96,2024-12-10,,
F502903,C3903,2024-08,P04,56600.93,2024-09-10,2024-09-10,Transferencia
F593113,C1660,2026-06,P03,63792.48,2026-07-10,10/07/2026,Transferencia
F566930,C5318,2025-11,P02,38284.47,2025-12-10,2025-12-10,Débito automático
F540412,C3531,2025-05,P03,49923.19,2025-06-10,17/06/2025,Tarjeta
F520633,C4801,2024-12,P02,33549.87,2025-01-10,2025-01-10,Débito automático
F523216,C3093,2025-01,P01,23690.63,2025-02-10,2025-02-10,Débito automático
F532015,C3481,2025-03,P06,101773.5,2025-04-10,2025-04-10,Débito automático
F514444,C2759,2024-11,P03,42164.92,2024-12-10,2024-12-13,Débito automático
F526196,C1773,2025-02,P01,25299.07,2025-03-10,,
F578970,C4700,2026-02,P03,59180.23,2026-03-10,,
F552086,C2625,2025-08,P02,39845.32,2025-09-10,2025-09-14,Débito automático
F500559,C1559,2024-08,P01,21849.94,2024-09-10,14/09/2024,Transferencia
F534658,C1787,2025-04,P03,49895.66,2025-05-10,10/05/2025,Transferencia
F514136,C2442,2024-11,P06,97438.9,2024-12-10,2024-12-28,Mercado Pago
F582366,C3734,2026-03,P01,30920.83,2026-04-10,,
F592074,C5564,2026-05,P02,45608.98,2026-06-10,10/06/2026,Efectivo / Sucursal
F517203,C1227,2024-12,P06,100210.81,2025-01-10,2025-01-12,Mercado Pago
